Date,Algerian dinar   (DZD)                     ,Australian dollar   (AUD)                     ,Botswana pula   (BWP)                     ,Brazilian real   (BRL)                     ,Brunei dollar   (BND)                     ,Canadian dollar   (CAD)                     ,Chilean peso   (CLP)                     ,Chinese yuan   (CNY)                     ,Colombian peso   (COP)                     ,Czech koruna   (CZK)                     ,Danish krone   (DKK)                     ,Euro   (EUR)                     ,Indian rupee   (INR)                     ,Israeli New Shekel   (ILS)                     ,Japanese yen   (JPY)                     ,Korean won   (KRW)                     ,Kuwaiti dinar   (KWD)                     ,Malaysian ringgit   (MYR)                     ,Mauritian rupee   (MUR)                     ,Mexican peso   (MXN)                     ,New Zealand dollar   (NZD)                     ,Norwegian krone   (NOK)                     ,Omani rial   (OMR)                     ,Peruvian sol   (PEN)                     ,Philippine peso   (PHP)                     ,Polish zloty   (PLN)                     ,Qatari riyal   (QAR)                     ,Russian ruble   (RUB)                     ,Saudi Arabian riyal   (SAR)                     ,Singapore dollar   (SGD)                     ,South African rand   (ZAR)                     ,Swedish krona   (SEK)                     ,Swiss franc   (CHF)                     ,Thai baht   (THB)                     ,Trinidadian dollar   (TTD)                     ,U.A.E. dirham   (AED)                     ,U.K. pound   (GBP)                     ,U.S. dollar   (USD)                     ,Uruguayan peso   (UYU)                     
01-Apr-20,125.1408,1.63291966,11.9760479,5.2399,1.4244,1.4217,852.03,7.1041,4054.54,25.039,6.8253,0.914411119,75.3859,3.556,107.58,1220,,4.3275,39.3685,24.4918,1.677852349,10.304,0.3845,3.455,50.78,4.1701,3.64,,3.75,1.4244,17.989,9.9638,0.9654,32.918,6.7437,3.6725,0.807754443,1,44.003
02-Apr-20,125.2718,1.644466371,12.00480192,5.2645,1.4356,1.4179,863.81,7.096,4081.06,25.287,6.8459,0.916926462,,3.63,107.48,1222.2,,4.386,39.4896,24.1087,1.686056314,10.3012,,3.453,50.782,4.1917,3.64,,3.75,1.4356,18.45305,9.9998,0.96675,33.068,,3.6725,0.803503274,1,44.213
03-Apr-20,126.7618,1.646903821,12.18026797,5.2991,1.4314,1.4142,861.89,7.0939,4065.5,25.535,6.9253,,75.8276,3.636,108.1,1237.6,,4.36,39.5615,24.6938,1.695489997,10.443,,3.453,50.911,4.2396,,77.7325,,1.4314,18.82675,10.1524,0.97635,32.905,6.7312,,0.815029137,1,44.622
06-Apr-20,126.7177,1.657000829,12.34567901,5.2465,1.4403,1.4127,863.99,,4008.78,25.567,6.9187,0.926698174,,3.627,108.95,1229.8,0.3092,4.375,39.6812,24.6895,1.701548409,10.5528,0.3845,3.406,50.758,4.2257,3.64,76.4074,3.75,1.4403,18.8177,10.1242,0.9781,,6.7285,3.6725,0.812347685,1,43.635
07-Apr-20,126.9917,1.6273393,12.16545012,5.2211,1.4317,1.3986,853.91,7.0572,3978.38,24.995,6.8604,0.918695452,75.8438,3.604,108.86,1233.4,0.3092,4.35,39.7401,24.0388,1.678415576,10.1925,0.3845,3.367,50.762,4.1717,3.64,75.455,3.75,1.4317,18.3435,10.0169,0.9731,32.798,6.7393,3.6725,0.813636549,1,43.037
08-Apr-20,127.0181,1.62707452,12.12121212,5.2117,1.4287,1.4034,842.05,7.0638,3910.15,25.021,6.866,0.919878576,76.0867,,108.86,1222.4,0.30905,4.3398,39.6322,24.0925,1.68038985,10.2971,0.3845,3.354,50.701,4.1801,3.64,75.7499,3.75,1.4287,18.1944,10.0968,0.97125,32.818,6.7395,3.6725,0.809847749,1,43.147
09-Apr-20,127.0778,1.610046691,12.07729469,5.0773,1.4249,1.3985,851.9,7.058,,24.758,,0.920217171,76.4577,,108.96,1219.7,0.30905,4.341,39.5977,,1.665001665,,0.3845,,,4.1744,3.64,74.605,3.75,1.4249,18.04685,10.0379,0.97165,32.788,6.7553,3.6725,0.804020101,1,
10-Apr-20,127.0485,,,,,,,7.0376,,,,0.920217171,,,108.6,1216.4,,4.308,,,,,,,,4.1566,,73.7515,,,,,,32.675,,,,1,
13-Apr-20,127.1318,,,5.1818,1.4169,1.3936,839.49,7.0475,3886.79,,,,76.3617,,108.26,1212.3,0.30975,4.3225,39.5186,23.7427,,,0.3845,,50.642,,3.64,73.5245,3.75,1.4169,,,,,,3.6725,,1,43.51
14-Apr-20,127.312,1.557875058,11.99040767,5.1852,1.4145,1.3904,844.57,7.0502,3870.31,24.494,6.8068,0.912159081,,3.579,107.65,1218.7,0.3086,4.323,39.5524,23.5645,1.631853786,10.3182,0.3845,3.388,50.616,4.1666,3.64,73.315,3.75,1.4145,18.232,9.9566,0.9636,,6.7694,3.6725,0.796907997,1,43.465
